instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,range,range_temp
7612,4,0,11,18,0,5,1,1,0.3,0.303,0.36,0.1642,16,312,328,18-23,0-0.34
7613,4,0,11,19,0,5,1,1,0.28,0.2727,0.41,0.1642,7,183,190,18-23,0-0.34
7614,4,0,11,20,0,5,1,1,0.28,0.2727,0.48,0.194,8,129,137,18-23,0-0.34
7615,4,0,11,21,0,5,1,1,0.28,0.2727,0.48,0.1642,3,108,111,18-23,0-0.34
7616,4,0,11,22,0,5,1,1,0.26,0.2727,0.52,0.1045,9,88,97,18-23,0-0.34
7617,4,0,11,23,0,5,1,1,0.26,0.2727,0.6,0.1343,5,54,59,18-23,0-0.34
7618,4,0,11,0,0,6,0,1,0.26,0.2576,0.56,0.194,4,49,53,0-5,0-0.34
7619,4,0,11,1,0,6,0,1,0.26,0.2273,0.52,0.2985,1,34,35,0-5,0-0.34
7620,4,0,11,2,0,6,0,1,0.24,0.2424,0.56,0.1642,12,34,46,0-5,0-0.34
7621,4,0,11,3,0,6,0,1,0.26,0.2424,0.48,0.2537,4,11,15,0-5,0-0.34
7622,4,0,11,4,0,6,0,1,0.26,0.2273,0.48,0.3284,4,4,8,0-5,0-0.34
7623,4,0,11,5,0,6,0,1,0.24,0.2273,0.56,0.2537,0,2,2,0-5,0-0.34
7624,4,0,11,6,0,6,0,1,0.24,0.2121,0.6,0.3284,2,10,12,6-11,0-0.34
7625,4,0,11,7,0,6,0,1,0.24,0.2273,0.6,0.2537,3,38,41,6-11,0-0.34
7626,4,0,11,8,0,6,0,1,0.26,0.2424,0.56,0.2537,12,80,92,6-11,0-0.34
7627,4,0,11,9,0,6,0,1,0.28,0.2576,0.52,0.2985,12,130,142,6-11,0-0.34
7628,4,0,11,10,0,6,0,1,0.32,0.303,0.45,0.2537,35,165,200,6-11,0-0.34
7629,4,0,11,11,0,6,0,1,0.36,0.3788,0.4,0.0,50,183,233,6-11,0.34-0.50
7630,4,0,11,12,0,6,0,1,0.4,0.4091,0.35,0.2836,93,218,311,12-17,0.34-0.50
7631,4,0,11,13,0,6,0,1,0.42,0.4242,0.3,0.2836,118,245,363,12-17,0.34-0.50
7632,4,0,11,14,0,6,0,1,0.42,0.4242,0.32,0.2985,121,228,349,12-17,0.34-0.50
7633,4,0,11,15,0,6,0,1,0.42,0.4242,0.41,0.194,120,262,382,12-17,0.34-0.50
7634,4,0,11,16,0,6,0,1,0.42,0.4242,0.38,0.2985,99,188,287,12-17,0.34-0.50
7635,4,0,11,17,0,6,0,1,0.4,0.4091,0.4,0.194,61,171,232,12-17,0.34-0.50
7636,4,0,11,18,0,6,0,1,0.38,0.3939,0.46,0.1343,36,172,208,18-23,0.34-0.50
7637,4,0,11,19,0,6,0,2,0.34,0.3333,0.71,0.1343,33,149,182,18-23,0.34-0.50
7638,4,0,11,20,0,6,0,2,0.36,0.3636,0.57,0.1045,48,115,163,18-23,0.34-0.50
7639,4,0,11,21,0,6,0,2,0.36,0.3485,0.62,0.194,29,79,108,18-23,0.34-0.50
7640,4,0,11,22,0,6,0,2,0.38,0.3939,0.62,0.1642,26,80,106,18-23,0.34-0.50
7641,4,0,11,23,0,6,0,1,0.38,0.3939,0.62,0.2239,20,73,93,18-23,0.34-0.50
7642,4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,14,79,93,0-5,0.34-0.50
7643,4,0,11,1,0,0,0,1,0.4,0.4091,0.62,0.2537,11,73,84,0-5,0.34-0.50
7644,4,0,11,2,0,0,0,1,0.4,0.4091,0.62,0.2836,12,44,56,0-5,0.34-0.50
7645,4,0,11,3,0,0,0,2,0.4,0.4091,0.66,0.2836,6,31,37,0-5,0.34-0.50
7646,4,0,11,4,0,0,0,2,0.4,0.4091,0.71,0.2836,2,10,12,0-5,0.34-0.50
7647,4,0,11,5,0,0,0,2,0.42,0.4242,0.67,0.2836,0,4,4,0-5,0.34-0.50
7648,4,0,11,6,0,0,0,2,0.42,0.4242,0.67,0.2537,3,6,9,6-11,0.34-0.50
7649,4,0,11,7,0,0,0,1,0.42,0.4242,0.67,0.2239,4,19,23,6-11,0.34-0.50
7650,4,0,11,8,0,0,0,2,0.42,0.4242,0.71,0.2836,13,52,65,6-11,0.34-0.50
7651,4,0,11,9,0,0,0,1,0.44,0.4394,0.72,0.1642,29,109,138,6-11,0.34-0.50
7652,4,0,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,46,183,229,6-11,0.34-0.50
7653,4,0,11,11,0,0,0,2,0.5,0.4848,0.63,0.1045,74,212,286,6-11,0.50-0.66
7654,4,0,11,12,0,0,0,2,0.5,0.4848,0.63,0.1343,70,234,304,12-17,0.50-0.66
7655,4,0,11,13,0,0,0,2,0.54,0.5152,0.6,0.194,84,285,369,12-17,0.50-0.66
7656,4,0,11,14,0,0,0,1,0.52,0.5,0.63,0.2537,113,250,363,12-17,0.50-0.66
7657,4,0,11,15,0,0,0,2,0.52,0.5,0.68,0.194,109,242,351,12-17,0.50-0.66
7658,4,0,11,16,0,0,0,2,0.52,0.5,0.63,0.1343,81,225,306,12-17,0.50-0.66
7659,4,0,11,17,0,0,0,2,0.52,0.5,0.63,0.194,35,168,203,12-17,0.50-0.66
7660,4,0,11,18,0,0,0,2,0.54,0.5152,0.64,0.194,22,123,145,18-23,0.50-0.66
7661,4,0,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,17,140,157,18-23,0.50-0.66
7662,4,0,11,20,0,0,0,2,0.52,0.5,0.68,0.1045,23,90,113,18-23,0.50-0.66
7663,4,0,11,21,0,0,0,2,0.48,0.4697,0.77,0.0896,11,94,105,18-23,0.34-0.50
7664,4,0,11,22,0,0,0,3,0.46,0.4545,0.88,0.0896,5,35,40,18-23,0.34-0.50
7665,4,0,11,23,0,0,0,3,0.46,0.4545,0.88,0.0896,3,25,28,18-23,0.34-0.50
7666,4,0,11,0,0,1,1,2,0.46,0.4545,0.94,0.0,4,13,17,0-5,0.34-0.50
7667,4,0,11,1,0,1,1,3,0.46,0.4545,0.94,0.194,4,8,12,0-5,0.34-0.50
7668,4,0,11,2,0,1,1,3,0.44,0.4394,1.0,0.194,1,2,3,0-5,0.34-0.50
7669,4,0,11,3,0,1,1,3,0.44,0.4394,1.0,0.1343,0,4,4,0-5,0.34-0.50
7670,4,0,11,4,0,1,1,3,0.44,0.4394,1.0,0.1343,0,5,5,0-5,0.34-0.50
7671,4,0,11,5,0,1,1,2,0.44,0.4394,1.0,0.0,0,20,20,0-5,0.34-0.50
7672,4,0,11,6,0,1,1,2,0.42,0.4242,1.0,0.0,0,76,76,6-11,0.34-0.50
7673,4,0,11,7,0,1,1,2,0.46,0.4545,0.94,0.1642,17,229,246,6-11,0.34-0.50
7674,4,0,11,8,0,1,1,2,0.46,0.4545,0.94,0.0,13,378,391,6-11,0.34-0.50
7675,4,0,11,9,0,1,1,2,0.48,0.4697,0.94,0.1045,15,222,237,6-11,0.34-0.50
7676,4,0,11,10,0,1,1,2,0.52,0.5,0.83,0.0,25,110,135,6-11,0.50-0.66
7677,4,0,11,11,0,1,1,2,0.52,0.5,0.83,0.1045,16,112,128,6-11,0.50-0.66
7678,4,0,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,24,138,162,12-17,0.50-0.66
7679,4,0,11,13,0,1,1,2,0.5,0.4848,0.77,0.1343,13,121,134,12-17,0.50-0.66
7680,4,0,11,14,0,1,1,2,0.48,0.4697,0.82,0.194,14,121,135,12-17,0.34-0.50
7681,4,0,11,15,0,1,1,3,0.44,0.4394,0.94,0.2239,15,93,108,12-17,0.34-0.50
7682,4,0,11,16,0,1,1,3,0.44,0.4394,0.94,0.2239,13,95,108,12-17,0.34-0.50
7683,4,0,11,17,0,1,1,3,0.42,0.4242,0.94,0.2985,10,200,210,12-17,0.34-0.50
7684,4,0,11,18,0,1,1,3,0.42,0.4242,0.88,0.194,8,184,192,18-23,0.34-0.50
7685,4,0,11,19,0,1,1,3,0.4,0.4091,0.94,0.194,2,135,137,18-23,0.34-0.50
7686,4,0,11,20,0,1,1,3,0.4,0.4091,0.87,0.2239,5,75,80,18-23,0.34-0.50
7687,4,0,11,21,0,1,1,3,0.4,0.4091,0.87,0.1642,11,103,114,18-23,0.34-0.50
7688,4,0,11,22,0,1,1,3,0.4,0.4091,0.87,0.1343,6,72,78,18-23,0.34-0.50
7689,4,0,11,23,0,1,1,3,0.4,0.4091,0.87,0.1642,4,29,33,18-23,0.34-0.50
7690,4,0,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,0,14,14,0-5,0.34-0.50
7691,4,0,11,1,0,2,1,3,0.4,0.4091,0.94,0.1343,1,5,6,0-5,0.34-0.50
7692,4,0,11,2,0,2,1,3,0.38,0.3939,1.0,0.1045,2,4,6,0-5,0.34-0.50
7693,4,0,11,3,0,2,1,3,0.38,0.3939,1.0,0.1045,1,2,3,0-5,0.34-0.50
7694,4,0,11,4,0,2,1,3,0.38,0.3939,0.94,0.1642,0,7,7,0-5,0.34-0.50
7695,4,0,11,5,0,2,1,3,0.38,0.3939,0.94,0.1642,1,17,18,0-5,0.34-0.50
7696,4,0,11,6,0,2,1,2,0.38,0.3939,0.94,0.1045,1,63,64,6-11,0.34-0.50
7697,4,0,11,7,0,2,1,3,0.38,0.3939,0.94,0.2239,2,119,121,6-11,0.34-0.50
7698,4,0,11,8,0,2,1,3,0.38,0.3939,0.94,0.2239,5,185,190,6-11,0.34-0.50
7699,4,0,11,9,0,2,1,3,0.4,0.4091,0.94,0.0,2,147,149,6-11,0.34-0.50
7700,4,0,11,10,0,2,1,3,0.4,0.4091,0.94,0.0,6,46,52,6-11,0.34-0.50
7701,4,0,11,11,0,2,1,3,0.4,0.4091,0.94,0.1343,4,28,32,6-11,0.34-0.50
7702,4,0,11,12,0,2,1,3,0.4,0.4091,1.0,0.0896,3,18,21,12-17,0.34-0.50
7703,4,0,11,13,0,2,1,3,0.42,0.4242,1.0,0.0896,4,22,26,12-17,0.34-0.50
7704,4,0,11,14,0,2,1,3,0.42,0.4242,1.0,0.0896,4,31,35,12-17,0.34-0.50
7705,4,0,11,15,0,2,1,3,0.44,0.4394,0.94,0.0,2,32,34,12-17,0.34-0.50
7706,4,0,11,16,0,2,1,3,0.44,0.4394,0.94,0.0,3,59,62,12-17,0.34-0.50
7707,4,0,11,17,0,2,1,3,0.44,0.4394,1.0,0.0896,4,161,165,12-17,0.34-0.50
7708,4,0,11,18,0,2,1,3,0.44,0.4394,1.0,0.0,0,148,148,18-23,0.34-0.50
7709,4,0,11,19,0,2,1,3,0.46,0.4545,0.94,0.1045,5,106,111,18-23,0.34-0.50
7710,4,0,11,20,0,2,1,2,0.46,0.4545,1.0,0.2239,6,121,127,18-23,0.34-0.50
7711,4,0,11,21,0,2,1,2,0.46,0.4545,1.0,0.2537,4,86,90,18-23,0.34-0.50
7712,4,0,11,22,0,2,1,2,0.5,0.4848,0.94,0.194,6,81,87,18-23,0.50-0.66
7713,4,0,11,23,0,2,1,2,0.48,0.4697,0.94,0.2537,3,36,39,18-23,0.34-0.50
7714,4,0,11,0,0,3,1,2,0.48,0.4697,0.94,0.2537,2,14,16,0-5,0.34-0.50
7715,4,0,11,1,0,3,1,2,0.48,0.4697,0.94,0.2985,0,8,8,0-5,0.34-0.50
7716,4,0,11,2,0,3,1,3,0.5,0.4848,0.94,0.3582,1,5,6,0-5,0.50-0.66
7717,4,0,11,3,0,3,1,3,0.5,0.4848,0.94,0.3582,1,2,3,0-5,0.50-0.66
7718,4,0,11,4,0,3,1,3,0.52,0.5,0.88,0.3582,0,5,5,0-5,0.50-0.66
7719,4,0,11,5,0,3,1,2,0.46,0.4545,0.94,0.194,1,16,17,0-5,0.34-0.50
7720,4,0,11,6,0,3,1,2,0.44,0.4394,1.0,0.0,1,68,69,6-11,0.34-0.50
7721,4,0,11,7,0,3,1,2,0.46,0.4545,1.0,0.0896,2,154,156,6-11,0.34-0.50
7722,4,0,11,8,0,3,1,2,0.48,0.4697,0.94,0.1045,7,316,323,6-11,0.34-0.50
7723,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194,3,164,167,6-11,0.50-0.66
7724,4,0,11,10,0,3,1,2,0.52,0.5,0.94,0.194,6,70,76,6-11,0.50-0.66
7737,4,0,11,23,0,3,1,1,0.34,0.303,0.61,0.3582,4,47,51,18-23,0.34-0.50
7738,4,0,11,0,1,4,0,1,0.32,0.303,0.57,0.2239,1,22,23,0-5,0-0.34
7740,4,0,11,2,1,4,0,1,0.3,0.2879,0.61,0.2836,3,19,22,0-5,0-0.34
7741,4,0,11,3,1,4,0,1,0.28,0.2879,0.65,0.1343,1,4,5,0-5,0-0.34
7742,4,0,11,4,1,4,0,1,0.3,0.3182,0.61,0.0896,1,1,2,0-5,0-0.34
7743,4,0,11,5,1,4,0,1,0.3,0.3182,0.61,0.1045,1,10,11,0-5,0-0.34
7744,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,1,5,6,6-11,0-0.34
7745,4,0,11,7,1,4,0,1,0.26,0.2727,0.75,0.1045,9,31,40,6-11,0-0.34
7746,4,0,11,8,1,4,0,1,0.3,0.3182,0.65,0.0896,4,42,46,6-11,0-0.34
7747,4,0,11,9,1,4,0,1,0.34,0.3485,0.61,0.0,13,68,81,6-11,0.34-0.50
7748,4,0,11,10,1,4,0,1,0.36,0.3788,0.57,0.0,34,64,98,6-11,0.34-0.50
7749,4,0,11,11,1,4,0,1,0.42,0.4242,0.41,0.2985,52,90,142,6-11,0.34-0.50
7750,4,0,11,12,1,4,0,1,0.46,0.4545,0.36,0.2239,62,88,150,12-17,0.34-0.50
7751,4,0,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239,84,91,175,12-17,0.34-0.50
7752,4,0,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,74,94,168,12-17,0.50-0.66
7753,4,0,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,78,71,149,12-17,0.50-0.66
7754,4,0,11,16,1,4,0,1,0.5,0.4848,0.34,0.2836,48,66,114,12-17,0.50-0.66
7755,4,0,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045,34,40,74,12-17,0.34-0.50
7756,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,13,24,37,18-23,0.34-0.50
7757,4,0,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,15,13,28,18-23,0.34-0.50
7758,4,0,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,14,17,31,18-23,0.34-0.50
7759,4,0,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,7,19,26,18-23,0.34-0.50
7760,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22,18-23,0.34-0.50
7761,4,0,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,2,19,21,18-23,0.34-0.50
7762,4,0,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,7,22,29,0-5,0.34-0.50
7763,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0.0,2,12,14,0-5,0.34-0.50
7764,4,0,11,2,0,5,1,1,0.28,0.2879,0.81,0.1045,4,6,10,0-5,0-0.34
7765,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2,2,0-5,0-0.34
7766,4,0,11,4,0,5,1,1,0.3,0.3182,0.75,0.1045,4,3,7,0-5,0-0.34
7767,4,0,11,5,0,5,1,1,0.28,0.3182,0.75,0.0,2,3,5,0-5,0-0.34
7768,4,0,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,4,9,13,6-11,0-0.34
7769,4,0,11,7,0,5,1,1,0.26,0.303,0.81,0.0,4,31,35,6-11,0-0.34
7770,4,0,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,6,68,74,6-11,0-0.34
7771,4,0,11,9,0,5,1,1,0.32,0.3485,0.76,0.0,25,70,95,6-11,0-0.34
7772,4,0,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,60,82,142,6-11,0.34-0.50
7773,4,0,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,127,226,6-11,0.34-0.50
7774,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,126,146,272,12-17,0.34-0.50
7775,4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,143,140,283,12-17,0.50-0.66
7776,4,0,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,122,150,272,12-17,0.50-0.66
7777,4,0,11,15,0,5,1,1,0.52,0.5,0.36,0.194,165,145,310,12-17,0.50-0.66
7778,4,0,11,16,0,5,1,1,0.5,0.4848,0.39,0.1642,122,139,261,12-17,0.50-0.66
7779,4,0,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,57,127,184,12-17,0.50-0.66
7780,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,45,108,153,18-23,0.34-0.50
7781,4,0,11,19,0,5,1,1,0.42,0.4242,0.67,0.0,38,96,134,18-23,0.34-0.50
7782,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95,18-23,0.34-0.50
7783,4,0,11,21,0,5,1,1,0.36,0.3788,0.71,0.0,24,61,85,18-23,0.34-0.50
7784,4,0,11,22,0,5,1,1,0.34,0.3485,0.71,0.0896,12,46,58,18-23,0.34-0.50
7785,4,0,11,23,0,5,1,1,0.34,0.3485,0.76,0.1045,5,28,33,18-23,0.34-0.50
7786,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,9,38,47,0-5,0.34-0.50
7787,4,0,11,1,0,6,0,1,0.32,0.3333,0.76,0.0896,5,24,29,0-5,0-0.34
7788,4,0,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,3,20,23,0-5,0-0.34
7789,4,0,11,3,0,6,0,1,0.3,0.3333,0.81,0.0,8,9,17,0-5,0-0.34
7790,4,0,11,4,0,6,0,1,0.3,0.3333,0.81,0.0,0,4,4,0-5,0-0.34
7791,4,0,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3,3,0-5,0-0.34
7792,4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,2,8,10,6-11,0-0.34
7793,4,0,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,4,13,17,6-11,0-0.34
7794,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,60,6-11,0-0.34
7795,4,0,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,16,67,83,6-11,0.34-0.50
7796,4,0,11,10,0,6,0,1,0.36,0.3788,0.81,0.0,57,84,141,6-11,0.34-0.50
7797,4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,123,230,6-11,0.34-0.50
7798,4,0,11,12,0,6,0,1,0.44,0.4394,0.51,0.0,137,172,309,12-17,0.34-0.50
7799,4,0,11,13,0,6,0,1,0.48,0.4697,0.44,0.0,177,148,325,12-17,0.34-0.50
7800,4,0,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,141,158,299,12-17,0.34-0.50
7801,4,0,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,154,160,314,12-17,0.50-0.66
7802,4,0,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,137,138,275,12-17,0.34-0.50
7803,4,0,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,62,122,184,12-17,0.34-0.50
7804,4,0,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,67,118,185,18-23,0.34-0.50
7805,4,0,11,19,0,6,0,2,0.4,0.4091,0.71,0.0896,46,100,146,18-23,0.34-0.50
7806,4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0.0,55,86,141,18-23,0.34-0.50
7807,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0.0,20,72,92,18-23,0.34-0.50
7808,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0.0,14,51,65,18-23,0.34-0.50
7809,4,0,11,23,0,6,0,1,0.36,0.3788,0.81,0.0,18,51,69,18-23,0.34-0.50
7810,4,0,11,0,0,0,0,1,0.36,0.3788,0.81,0.0,7,39,46,0-5,0.34-0.50
7811,4,0,11,1,0,0,0,1,0.36,0.3788,0.81,0.0,9,35,44,0-5,0.34-0.50
7812,4,0,11,2,0,0,0,1,0.34,0.3636,0.81,0.0,9,22,31,0-5,0.34-0.50
7813,4,0,11,3,0,0,0,1,0.34,0.3636,0.87,0.0,9,8,17,0-5,0.34-0.50
7814,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4,4,0-5,0.34-0.50
7815,4,0,11,5,0,0,0,1,0.36,0.3485,0.87,0.194,0,5,5,0-5,0.34-0.50
7816,4,0,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9,9,6-11,0.34-0.50
7817,4,0,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,12,11,23,6-11,0.34-0.50
7818,4,0,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,6,36,42,6-11,0.34-0.50
7819,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111,6-11,0.34-0.50
7820,4,0,11,10,0,0,0,1,0.46,0.4545,0.72,0.2836,58,131,189,6-11,0.34-0.50
7821,4,0,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,157,240,6-11,0.50-0.66
7822,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256,12-17,0.50-0.66
7823,4,0,11,13,0,0,0,1,0.54,0.5152,0.6,0.194,97,216,313,12-17,0.50-0.66
7825,4,0,11,15,0,0,0,1,0.62,0.6212,0.43,0.2836,96,221,317,12-17,0.50-0.66
7826,4,0,11,16,0,0,0,1,0.56,0.5303,0.52,0.2537,94,229,323,12-17,0.50-0.66
7827,4,0,11,17,0,0,0,1,0.54,0.5152,0.56,0.194,37,167,204,12-17,0.50-0.66
7828,4,0,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,25,130,155,18-23,0.50-0.66
7829,4,0,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,30,109,139,18-23,0.34-0.50
7830,4,0,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104,18-23,0.50-0.66
7831,4,0,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,13,75,88,18-23,0.34-0.50
7832,4,0,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,13,53,66,18-23,0.34-0.50
7833,4,0,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,5,27,32,18-23,0.34-0.50
7834,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,0-5,0.34-0.50
7835,4,0,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,1,12,13,0-5,0.34-0.50
7836,4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,1,4,5,0-5,0.34-0.50
7837,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4,0-5,0.34-0.50
7838,4,0,11,5,0,1,1,1,0.4,0.4091,0.87,0.0,0,34,34,0-5,0.34-0.50
7839,4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,6,98,104,6-11,0.34-0.50
7840,4,0,11,7,0,1,1,1,0.42,0.4242,0.88,0.0,7,270,277,6-11,0.34-0.50
7841,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,13,394,407,6-11,0.34-0.50
7842,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,17,191,208,6-11,0.34-0.50
7843,4,0,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,21,86,107,6-11,0.34-0.50
7844,4,0,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,107,118,6-11,0.50-0.66
7845,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178,12-17,0.50-0.66
7846,4,0,11,13,0,1,1,2,0.58,0.5455,0.56,0.0,25,137,162,12-17,0.50-0.66
7847,4,0,11,14,0,1,1,1,0.6,0.6212,0.56,0.0,14,129,143,12-17,0.50-0.66
7848,4,0,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,18,132,150,12-17,0.50-0.66
7849,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,24,240,264,12-17,0.50-0.66
7850,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,24,444,468,12-17,0.50-0.66
7851,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396,416,18-23,0.50-0.66
7852,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,4,260,264,18-23,0.50-0.66
7853,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,12,206,218,18-23,0.50-0.66
7854,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156,18-23,0.50-0.66
7855,4,0,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,7,102,109,18-23,0.50-0.66
7856,4,0,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,5,41,46,18-23,0.50-0.66
7857,4,0,11,0,0,2,1,1,0.52,0.5,0.83,0.0,4,18,22,0-5,0.50-0.66
7858,4,0,11,1,0,2,1,1,0.52,0.5,0.83,0.0896,1,16,17,0-5,0.50-0.66
7859,4,0,11,2,0,2,1,2,0.5,0.4848,0.88,0.0,0,5,5,0-5,0.50-0.66
7860,4,0,11,3,0,2,1,2,0.5,0.4848,0.88,0.0,0,2,2,0-5,0.50-0.66
7861,4,0,11,4,0,2,1,2,0.52,0.5,0.83,0.3284,1,5,6,0-5,0.50-0.66
7862,4,0,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,1,21,22,0-5,0.50-0.66
7863,4,0,11,6,0,2,1,1,0.52,0.5,0.83,0.2836,1,88,89,6-11,0.50-0.66
7864,4,0,11,7,0,2,1,1,0.52,0.5,0.77,0.2239,12,330,342,6-11,0.50-0.66
7865,4,0,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,9,440,449,6-11,0.50-0.66
7868,4,0,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,10,11,6-11,0.50-0.66
7870,4,0,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22,22,12-17,0.34-0.50
7871,4,0,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,1,35,36,12-17,0.34-0.50
7872,4,0,11,15,0,2,1,3,0.4,0.4091,0.87,0.3284,5,60,65,12-17,0.34-0.50
7873,4,0,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151,12-17,0.34-0.50
7874,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354,12-17,0.34-0.50
7875,4,0,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,11,347,358,18-23,0.34-0.50
7876,4,0,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,6,244,250,18-23,0.34-0.50
7877,4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,8,176,184,18-23,0.34-0.50
7878,4,0,11,21,0,2,1,2,0.38,0.3939,0.87,0.2537,9,116,125,18-23,0.34-0.50
7879,4,0,11,22,0,2,1,1,0.38,0.3939,0.82,0.2985,5,90,95,18-23,0.34-0.50
7882,4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,0,8,8,0-5,0.34-0.50
7883,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5,0-5,0-0.34
7884,4,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1,0-5,0-0.34
7885,4,0,11,4,0,3,1,1,0.3,0.2879,0.75,0.2239,0,5,5,0-5,0-0.34
7886,4,0,11,5,0,3,1,1,0.28,0.2727,0.81,0.194,1,21,22,0-5,0-0.34
